
feature: 4if	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: applecannot	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: claustrophob	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: pricedsamsung	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: opac	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: generalist	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: differentbtw	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: airbend	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: utf8mi	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: appzapppush	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: thursdayfriday	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: muchthinn	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: buyinginstal	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: greta	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: sellerthank	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: kati	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: queja	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: reviewit	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: modelsthi	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: cruncher	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: yhat	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: actulli	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: rocksalthough	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: passphras	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: interwoven	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: irish	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: cellwireless	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: speechless	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: keyboard4	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: ifi	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:12
feature: printopia	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:20
feature: dynamo	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: minilet	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: killawattwith	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: tal	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: roomi	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: pinchstyl	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: salesso	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: moviegraph	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: belowupgrad	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: harley	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: feast	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: xyz	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: ionic	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: suckerbtw	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: devicerot	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: exceptionalth	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: goif	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: altament	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: speedtyp	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: halfmegapixel	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: glade	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: friendsespeci	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: du	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: deviceaudioi	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: fe	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:17
feature: justifiedit	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: kidso	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: mc981lla	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: pricesturn	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: factorspeci	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: clad	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: itcompar	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: featureso	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: fitzgerald	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: moviesfor	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: betterthos	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: controlso	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: estaba	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: acordado	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: aficionado	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: itlov	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:12
feature: freelanc	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: hazeon	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: appsign	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: fotopedia	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: x10i	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: rink	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: 1168	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: easliy	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: pageo	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: nonfir	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: kidswhat	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: william	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: connectedit	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: minutes30	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: niceit	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: amazinga	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: antivirusmalwar	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: 315gb	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: applicationsscrol	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: hours100	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: pouchsleev	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: conditionsloc	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: lockmut	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: daughteinlaw	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: capacitywifi	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: sourcehow	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: videosher	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: aboutmi	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: usbtomicrousb	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: paperbook	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: iphoneipadipod	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: l2tp	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: pharmaci	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: streamingupd	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: lolanyway	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: demeanor	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: hours50	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: hours60	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: hours70	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: hours90	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: hours95	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: wwwamazoncomreviewr2ypithvtylczt	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: wello	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: againmaydayy	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: fixedgo	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: 17hour	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: 167	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: jackson	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: amazondownload	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: nineteen	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: tooscreen	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: meappl	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: aboutand	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: 541	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: literali	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: 2844	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: 436	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: 439	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: completament	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: lightyear	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: activesyncsurpris	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: 64gbfor	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: 703	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: compactdo	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: challengedxraythi	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: 2013ye	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: 2013in	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: 24hr	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: choicesaft	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: terrier	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: pushdownload	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: screenvia	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: portablea	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: toocon	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: 10day	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: holdo	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: settingsdeviceapplicationsvideo	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: bookso	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
